,domain_20
s_016um_00303_00339-1,4
s_016um_00056_00041-1,8
s_016um_00173_00080-1,6
s_016um_00190_00276-1,7
s_016um_00289_00128-1,16
s_016um_00308_00289-1,11
s_016um_00220_00111-1,18
s_016um_00105_00222-1,15
s_016um_00169_00049-1,8
s_016um_00281_00154-1,10
s_016um_00189_00063-1,9
s_016um_00287_00013-1,16
s_016um_00212_00015-1,18
s_016um_00236_00242-1,7
s_016um_00170_00376-1,17
s_016um_00262_00269-1,12
s_016um_00128_00315-1,19
s_016um_00280_00242-1,18
s_016um_00048_00200-1,8
s_016um_00104_00136-1,10
s_016um_00291_00021-1,18
s_016um_00102_00173-1,9
s_016um_00072_00151-1,6
s_016um_00109_00245-1,12
s_016um_00110_00122-1,18
s_016um_00173_00225-1,8
s_016um_00300_00021-1,8
s_016um_00056_00290-1,5
s_016um_00020_00403-1,4
s_016um_00118_00213-1,3
s_016um_00213_00075-1,9
s_016um_00042_00338-1,16
s_016um_00070_00416-1,11
s_016um_00007_00108-1,6
s_016um_00036_00203-1,8
s_016um_00050_00248-1,19
s_016um_00200_00104-1,9
s_016um_00096_00077-1,16
s_016um_00218_00320-1,17
s_016um_00287_00330-1,20
s_016um_00278_00326-1,4
s_016um_00234_00000-1,13
s_016um_00255_00055-1,10
s_016um_00052_00355-1,11
s_016um_00318_00279-1,16
s_016um_00123_00063-1,7
s_016um_00025_00175-1,8
s_016um_00026_00321-1,8
s_016um_00035_00240-1,15
s_016um_00187_00246-1,12
s_016um_00276_00189-1,8
s_016um_00337_00348-1,11
s_016um_00268_00135-1,11
s_016um_00088_00271-1,8
s_016um_00034_00280-1,5
s_016um_00273_00292-1,17
s_016um_00135_00067-1,6
s_016um_00221_00265-1,15
s_016um_00300_00369-1,9
s_016um_00105_00026-1,6
s_016um_00299_00009-1,8
s_016um_00131_00084-1,18
s_016um_00012_00236-1,8
s_016um_00332_00301-1,16
s_016um_00115_00388-1,4
s_016um_00026_00376-1,11
s_016um_00164_00305-1,6
s_016um_00170_00256-1,12
s_016um_00352_00363-1,13
s_016um_00136_00038-1,7
s_016um_00000_00244-1,8
s_016um_00039_00380-1,12
s_016um_00051_00225-1,8
s_016um_00016_00108-1,6
s_016um_00233_00328-1,8
s_016um_00266_00081-1,1
s_016um_00144_00332-1,3
s_016um_00208_00229-1,6
s_016um_00116_00086-1,18
s_016um_00283_00377-1,13
s_016um_00000_00265-1,8
s_016um_00255_00192-1,10
s_016um_00322_00407-1,4
s_016um_00111_00231-1,19
s_016um_00189_00371-1,20
s_016um_00218_00053-1,10
s_016um_00039_00196-1,8
s_016um_00128_00058-1,7
s_016um_00022_00182-1,8
s_016um_00103_00229-1,5
s_016um_00177_00213-1,6
s_016um_00047_00095-1,8
s_016um_00011_00141-1,6
s_016um_00190_00158-1,9
s_016um_00181_00231-1,8
s_016um_00292_00369-1,20
s_016um_00205_00018-1,12
s_016um_00361_00256-1,17
s_016um_00283_00351-1,8
s_016um_00160_00247-1,14
s_016um_00124_00042-1,12
s_016um_00154_00048-1,6
s_016um_00138_00059-1,17
s_016um_00044_00217-1,8
s_016um_00337_00376-1,1
s_016um_00064_00353-1,11
s_016um_00269_00336-1,17
s_016um_00121_00228-1,14
s_016um_00051_00369-1,8
s_016um_00307_00358-1,11
s_016um_00003_00245-1,6
s_016um_00228_00235-1,6
s_016um_00204_00126-1,7
s_016um_00280_00267-1,11
s_016um_00295_00389-1,4
s_016um_00168_00274-1,12
s_016um_00109_00324-1,9
s_016um_00104_00347-1,11
s_016um_00289_00350-1,8
s_016um_00059_00340-1,11
s_016um_00275_00110-1,11
s_016um_00020_00131-1,6
s_016um_00125_00380-1,16
s_016um_00102_00320-1,5
s_016um_00171_00253-1,9
s_016um_00263_00031-1,10
s_016um_00307_00334-1,5
s_016um_00059_00233-1,8
s_016um_00242_00157-1,1
s_016um_00061_00125-1,8
s_016um_00132_00161-1,11
s_016um_00019_00195-1,8
s_016um_00280_00014-1,11
s_016um_00154_00204-1,6
s_016um_00009_00048-1,8
s_016um_00323_00295-1,8
s_016um_00174_00138-1,15
s_016um_00059_00332-1,11
s_016um_00180_00326-1,1
s_016um_00037_00355-1,8
s_016um_00013_00251-1,10
s_016um_00074_00325-1,19
s_016um_00121_00049-1,7
s_016um_00384_00242-1,8
s_016um_00283_00105-1,5
s_016um_00181_00104-1,6
s_016um_00231_00397-1,18
s_016um_00097_00143-1,9
s_016um_00191_00128-1,20
s_016um_00026_00390-1,18
s_016um_00146_00305-1,8
s_016um_00223_00058-1,8
s_016um_00141_00367-1,15
s_016um_00110_00102-1,7
s_016um_00255_00218-1,8
s_016um_00157_00123-1,12
s_016um_00248_00263-1,5
s_016um_00083_00377-1,5
s_016um_00199_00295-1,13
s_016um_00090_00360-1,11
s_016um_00071_00349-1,17
s_016um_00065_00408-1,11
s_016um_00013_00177-1,3
s_016um_00251_00042-1,14
s_016um_00279_00130-1,17
s_016um_00321_00287-1,16
s_016um_00255_00064-1,1
s_016um_00104_00091-1,17
s_016um_00170_00152-1,15
s_016um_00205_00227-1,9
s_016um_00245_00030-1,14
s_016um_00192_00047-1,9
s_016um_00034_00220-1,8
s_016um_00022_00067-1,6
s_016um_00240_00362-1,8
s_016um_00059_00042-1,8
s_016um_00383_00243-1,8
s_016um_00172_00239-1,7
s_016um_00279_00053-1,18
s_016um_00184_00244-1,12
s_016um_00178_00328-1,17
s_016um_00047_00057-1,6
s_016um_00154_00194-1,3
s_016um_00034_00417-1,13
s_016um_00223_00053-1,6
s_016um_00342_00221-1,8
s_016um_00244_00355-1,8
s_016um_00073_00028-1,8
s_016um_00005_00171-1,6
s_016um_00055_00050-1,8
s_016um_00273_00265-1,18
s_016um_00021_00331-1,8
s_016um_00002_00063-1,6
s_016um_00293_00044-1,18
s_016um_00040_00243-1,8
s_016um_00111_00378-1,11
s_016um_00114_00364-1,16
s_016um_00312_00082-1,4
s_016um_00089_00296-1,8
s_016um_00236_00326-1,8
s_016um_00169_00205-1,6
s_016um_00077_00148-1,6
s_016um_00150_00238-1,12
s_016um_00010_00019-1,8
s_016um_00153_00146-1,17
s_016um_00029_00255-1,14
s_016um_00123_00300-1,19
s_016um_00172_00287-1,14
s_016um_00056_00395-1,16
s_016um_00016_00091-1,6
s_016um_00124_00178-1,3
s_016um_00299_00091-1,13
s_016um_00302_00200-1,8
s_016um_00144_00317-1,20
s_016um_00100_00321-1,18
s_016um_00227_00127-1,18
s_016um_00173_00178-1,3
s_016um_00143_00222-1,6
s_016um_00033_00008-1,8
s_016um_00315_00306-1,16
s_016um_00299_00292-1,18
s_016um_00021_00294-1,8
s_016um_00289_00200-1,16
s_016um_00352_00351-1,3
s_016um_00256_00314-1,13
s_016um_00269_00127-1,20
s_016um_00177_00338-1,17
s_016um_00199_00198-1,6
s_016um_00236_00070-1,11
s_016um_00276_00248-1,17
s_016um_00338_00267-1,4
s_016um_00072_00408-1,11
s_016um_00222_00272-1,7
s_016um_00030_00161-1,8
s_016um_00312_00294-1,9
s_016um_00022_00309-1,19
s_016um_00136_00104-1,8
s_016um_00232_00366-1,12
s_016um_00326_00325-1,11
s_016um_00156_00244-1,5
s_016um_00117_00283-1,5
s_016um_00054_00239-1,6
s_016um_00125_00017-1,10
s_016um_00351_00356-1,16
s_016um_00139_00070-1,8
s_016um_00083_00109-1,9
s_016um_00180_00391-1,4
s_016um_00230_00366-1,13
s_016um_00200_00311-1,11
s_016um_00267_00354-1,16
s_016um_00269_00317-1,11
s_016um_00108_00225-1,9
s_016um_00088_00040-1,9
s_016um_00012_00365-1,11
s_016um_00046_00376-1,4
s_016um_00103_00319-1,5
s_016um_00046_00183-1,8
s_016um_00132_00238-1,8
s_016um_00078_00263-1,14
s_016um_00031_00236-1,6
s_016um_00312_00134-1,8
s_016um_00110_00128-1,17
s_016um_00318_00220-1,8
s_016um_00135_00275-1,18
s_016um_00129_00356-1,20
s_016um_00234_00219-1,10
s_016um_00141_00238-1,12
s_016um_00111_00289-1,5
s_016um_00092_00245-1,5
s_016um_00277_00027-1,13
s_016um_00123_00134-1,14
s_016um_00207_00089-1,3
s_016um_00219_00061-1,6
s_016um_00067_00048-1,6
s_016um_00035_00182-1,8
s_016um_00157_00127-1,18
s_016um_00045_00297-1,8
s_016um_00101_00346-1,17
s_016um_00305_00229-1,16
s_016um_00329_00335-1,11
s_016um_00116_00193-1,9
s_016um_00293_00385-1,11
s_016um_00171_00394-1,8
s_016um_00004_00237-1,8
s_016um_00209_00279-1,6
s_016um_00241_00271-1,17
s_016um_00298_00340-1,12
s_016um_00014_00238-1,9
s_016um_00208_00121-1,9
s_016um_00202_00384-1,5
s_016um_00228_00406-1,1
s_016um_00252_00069-1,8
s_016um_00311_00312-1,7
s_016um_00131_00188-1,6
s_016um_00043_00100-1,3
s_016um_00021_00055-1,6
s_016um_00207_00098-1,6
s_016um_00163_00213-1,9
s_016um_00136_00060-1,17
s_016um_00280_00326-1,11
s_016um_00130_00038-1,9
s_016um_00215_00105-1,6
s_016um_00277_00031-1,11
s_016um_00246_00008-1,8
s_016um_00371_00242-1,13
s_016um_00007_00296-1,19
s_016um_00288_00210-1,1
s_016um_00119_00298-1,19
s_016um_00192_00130-1,15
s_016um_00009_00109-1,6
s_016um_00135_00272-1,12
s_016um_00142_00115-1,17
s_016um_00247_00071-1,18
s_016um_00190_00308-1,1
s_016um_00342_00227-1,11
s_016um_00258_00281-1,13
s_016um_00091_00277-1,9
s_016um_00116_00416-1,1
s_016um_00240_00074-1,18
s_016um_00352_00327-1,18
s_016um_00255_00315-1,4
s_016um_00193_00366-1,1
s_016um_00179_00282-1,5
s_016um_00111_00177-1,9
s_016um_00035_00212-1,8
s_016um_00050_00055-1,9
s_016um_00108_00227-1,19
s_016um_00085_00298-1,19
s_016um_00127_00134-1,10
s_016um_00198_00234-1,15
s_016um_00203_00098-1,20
s_016um_00097_00308-1,16
s_016um_00079_00108-1,9
s_016um_00199_00248-1,9
s_016um_00219_00250-1,18
s_016um_00350_00329-1,8
s_016um_00112_00214-1,8
s_016um_00288_00292-1,6
s_016um_00254_00370-1,18
s_016um_00318_00358-1,11
s_016um_00235_00065-1,13
s_016um_00186_00181-1,9
s_016um_00007_00405-1,11
s_016um_00222_00405-1,8
s_016um_00315_00124-1,17
s_016um_00299_00302-1,15
s_016um_00083_00107-1,3
s_016um_00170_00408-1,11
s_016um_00029_00095-1,6
s_016um_00115_00283-1,12
s_016um_00279_00097-1,12
s_016um_00195_00167-1,9
s_016um_00180_00022-1,12
s_016um_00147_00033-1,5
s_016um_00271_00123-1,7
s_016um_00116_00322-1,13
s_016um_00095_00129-1,10
s_016um_00082_00318-1,16
s_016um_00241_00007-1,18
s_016um_00122_00236-1,5
s_016um_00175_00172-1,9
s_016um_00214_00282-1,13
s_016um_00023_00284-1,5
s_016um_00383_00259-1,8
s_016um_00189_00341-1,10
s_016um_00153_00345-1,11
s_016um_00132_00322-1,12
s_016um_00321_00256-1,4
s_016um_00204_00242-1,4
s_016um_00202_00248-1,12
s_016um_00109_00112-1,17
s_016um_00275_00327-1,4
s_016um_00159_00041-1,6
s_016um_00272_00224-1,11
s_016um_00126_00226-1,9
s_016um_00143_00013-1,12
s_016um_00307_00014-1,18
s_016um_00222_00176-1,4
s_016um_00006_00292-1,5
s_016um_00230_00290-1,18
s_016um_00300_00240-1,11
s_016um_00236_00289-1,11
s_016um_00090_00222-1,8
s_016um_00220_00070-1,8
s_016um_00097_00049-1,9
s_016um_00219_00388-1,8
s_016um_00268_00313-1,11
s_016um_00028_00131-1,6
s_016um_00267_00336-1,11
s_016um_00036_00115-1,6
s_016um_00255_00348-1,1
s_016um_00273_00192-1,8
s_016um_00231_00096-1,16
s_016um_00227_00360-1,1
s_016um_00002_00153-1,8
s_016um_00082_00232-1,9
s_016um_00136_00081-1,17
s_016um_00100_00139-1,9
s_016um_00275_00255-1,18
s_016um_00255_00034-1,18
s_016um_00367_00241-1,13
s_016um_00214_00093-1,8
s_016um_00089_00322-1,13
s_016um_00104_00202-1,3
s_016um_00160_00372-1,10
s_016um_00206_00249-1,12
s_016um_00254_00303-1,11
s_016um_00145_00204-1,3
s_016um_00310_00307-1,15
s_016um_00037_00277-1,4
s_016um_00004_00265-1,5
s_016um_00096_00083-1,10
s_016um_00221_00083-1,9
s_016um_00140_00308-1,19
s_016um_00153_00312-1,5
s_016um_00014_00222-1,3
s_016um_00260_00234-1,1
s_016um_00048_00252-1,8
s_016um_00236_00238-1,9
s_016um_00288_00189-1,16
s_016um_00152_00367-1,18
s_016um_00181_00402-1,6
s_016um_00271_00172-1,11
s_016um_00218_00381-1,8
s_016um_00144_00030-1,10
s_016um_00345_00291-1,8
s_016um_00273_00022-1,17
s_016um_00263_00310-1,16
s_016um_00214_00076-1,9
s_016um_00144_00231-1,19
s_016um_00067_00179-1,8
s_016um_00324_00241-1,8
s_016um_00289_00290-1,12
s_016um_00223_00096-1,6
s_016um_00047_00203-1,8
s_016um_00066_00214-1,8
s_016um_00046_00004-1,6
s_016um_00226_00393-1,11
s_016um_00126_00110-1,17
s_016um_00247_00200-1,16
s_016um_00098_00306-1,5
s_016um_00286_00167-1,12
s_016um_00017_00296-1,6
s_016um_00223_00235-1,12
s_016um_00055_00243-1,19
s_016um_00160_00164-1,17
s_016um_00066_00033-1,9
s_016um_00276_00352-1,13
s_016um_00122_00172-1,9
s_016um_00179_00285-1,8
s_016um_00260_00099-1,4
s_016um_00000_00271-1,8
s_016um_00073_00335-1,1
s_016um_00274_00164-1,8
s_016um_00032_00316-1,8
s_016um_00064_00184-1,8
s_016um_00087_00079-1,9
s_016um_00224_00217-1,12
s_016um_00196_00034-1,6
s_016um_00042_00084-1,8
s_016um_00272_00389-1,11
s_016um_00010_00064-1,9
s_016um_00006_00237-1,3
s_016um_00057_00385-1,1
s_016um_00044_00139-1,8
s_016um_00044_00309-1,18
s_016um_00279_00258-1,11
s_016um_00097_00189-1,3
s_016um_00154_00362-1,11
s_016um_00061_00074-1,9
s_016um_00023_00294-1,5
s_016um_00256_00384-1,8
s_016um_00214_00204-1,9
s_016um_00253_00022-1,11
s_016um_00200_00056-1,6
s_016um_00130_00087-1,12
s_016um_00327_00282-1,1
s_016um_00081_00140-1,6
s_016um_00102_00257-1,6
s_016um_00129_00412-1,17
s_016um_00286_00245-1,8
s_016um_00232_00191-1,18
s_016um_00083_00345-1,16
s_016um_00287_00291-1,12
s_016um_00259_00242-1,1
s_016um_00053_00040-1,3
s_016um_00093_00414-1,4
s_016um_00061_00396-1,13
s_016um_00159_00212-1,6
s_016um_00104_00155-1,9
s_016um_00171_00090-1,9
s_016um_00139_00211-1,3
s_016um_00289_00210-1,17
s_016um_00270_00077-1,8
s_016um_00273_00126-1,17
s_016um_00343_00338-1,4
s_016um_00298_00383-1,9
s_016um_00069_00204-1,6
s_016um_00125_00111-1,17
s_016um_00089_00058-1,9
s_016um_00071_00277-1,8
s_016um_00172_00378-1,16
s_016um_00233_00237-1,7
s_016um_00293_00277-1,18
s_016um_00217_00142-1,6
s_016um_00287_00086-1,16
s_016um_00267_00387-1,12
s_016um_00199_00214-1,3
s_016um_00197_00285-1,18
s_016um_00300_00132-1,8
s_016um_00051_00209-1,7
s_016um_00225_00209-1,12
s_016um_00297_00136-1,17
s_016um_00195_00045-1,9
s_016um_00118_00001-1,10
s_016um_00248_00324-1,18
s_016um_00154_00228-1,6
s_016um_00024_00361-1,16
s_016um_00059_00094-1,6
s_016um_00174_00168-1,3
s_016um_00176_00216-1,9
s_016um_00300_00328-1,12
s_016um_00310_00267-1,8
s_016um_00077_00136-1,6
s_016um_00174_00133-1,15
s_016um_00102_00016-1,8
s_016um_00141_00282-1,8
s_016um_00083_00192-1,8
s_016um_00065_00036-1,6
s_016um_00269_00320-1,11
s_016um_00239_00254-1,4
s_016um_00286_00073-1,16
s_016um_00241_00276-1,17
s_016um_00057_00387-1,11
s_016um_00205_00230-1,6
s_016um_00243_00168-1,18
s_016um_00287_00389-1,4
s_016um_00283_00014-1,17
s_016um_00210_00165-1,9
s_016um_00274_00283-1,11
s_016um_00016_00147-1,8
s_016um_00028_00308-1,8
s_016um_00107_00177-1,9
s_016um_00267_00255-1,18
s_016um_00300_00374-1,9
s_016um_00043_00090-1,8
s_016um_00148_00253-1,6
s_016um_00240_00071-1,10
s_016um_00035_00362-1,16
s_016um_00127_00115-1,18
s_016um_00283_00141-1,17
s_016um_00351_00359-1,13
s_016um_00200_00230-1,9
s_016um_00242_00101-1,17
s_016um_00140_00089-1,18
s_016um_00178_00112-1,6
s_016um_00064_00117-1,8
s_016um_00299_00206-1,17
s_016um_00002_00236-1,3
s_016um_00045_00129-1,6
s_016um_00084_00211-1,9
s_016um_00158_00031-1,17
s_016um_00194_00394-1,9
s_016um_00271_00372-1,12
s_016um_00057_00007-1,8
s_016um_00244_00366-1,8
s_016um_00290_00385-1,11
s_016um_00107_00019-1,18
s_016um_00174_00000-1,17
s_016um_00047_00248-1,19
s_016um_00144_00107-1,18
s_016um_00042_00056-1,6
s_016um_00238_00026-1,3
s_016um_00181_00145-1,3
s_016um_00177_00276-1,12
s_016um_00260_00286-1,11
s_016um_00347_00373-1,13
s_016um_00098_00202-1,9
s_016um_00249_00160-1,16
s_016um_00070_00128-1,8
s_016um_00269_00045-1,8
s_016um_00258_00001-1,8
s_016um_00058_00253-1,5
s_016um_00037_00159-1,6
s_016um_00011_00113-1,6
s_016um_00069_00417-1,20
s_016um_00103_00216-1,8
s_016um_00010_00060-1,9
s_016um_00003_00102-1,6
s_016um_00017_00113-1,6
s_016um_00125_00128-1,17
s_016um_00178_00085-1,6
s_016um_00184_00094-1,9
s_016um_00311_00351-1,11
s_016um_00039_00265-1,8
s_016um_00142_00187-1,3
s_016um_00256_00256-1,10
s_016um_00277_00358-1,20
s_016um_00057_00197-1,6
s_016um_00279_00091-1,10
s_016um_00086_00005-1,18
s_016um_00278_00023-1,18
s_016um_00041_00348-1,18
s_016um_00173_00201-1,6
s_016um_00145_00217-1,8
s_016um_00016_00368-1,11
s_016um_00260_00042-1,10
s_016um_00199_00194-1,5
s_016um_00035_00220-1,9
s_016um_00216_00387-1,8
s_016um_00167_00048-1,9
s_016um_00124_00345-1,13
s_016um_00150_00404-1,11
s_016um_00296_00099-1,8
s_016um_00090_00109-1,7
s_016um_00133_00170-1,18
s_016um_00101_00014-1,17
s_016um_00131_00187-1,3
s_016um_00207_00062-1,9
s_016um_00119_00040-1,9
s_016um_00369_00238-1,11
s_016um_00154_00184-1,3
s_016um_00154_00107-1,17
s_016um_00031_00189-1,8
s_016um_00245_00383-1,8
s_016um_00176_00206-1,6
s_016um_00168_00321-1,17
s_016um_00092_00403-1,16
s_016um_00174_00343-1,17
s_016um_00062_00379-1,11
s_016um_00302_00116-1,13
s_016um_00298_00393-1,16
s_016um_00000_00285-1,8
s_016um_00039_00309-1,8
s_016um_00005_00093-1,6
s_016um_00258_00124-1,17
s_016um_00290_00017-1,18
s_016um_00058_00317-1,6
s_016um_00221_00058-1,6
s_016um_00312_00097-1,8
s_016um_00176_00027-1,8
s_016um_00023_00106-1,6
s_016um_00082_00296-1,20
s_016um_00142_00210-1,3
s_016um_00228_00358-1,16
s_016um_00038_00140-1,6
s_016um_00018_00073-1,6
s_016um_00061_00228-1,8
s_016um_00179_00361-1,13
s_016um_00024_00263-1,8
s_016um_00202_00076-1,9
s_016um_00230_00109-1,1
s_016um_00198_00031-1,18
s_016um_00245_00059-1,8
s_016um_00337_00355-1,1
s_016um_00237_00113-1,1
s_016um_00047_00156-1,8
s_016um_00134_00360-1,13
s_016um_00015_00177-1,3
s_016um_00296_00093-1,11
s_016um_00265_00119-1,5
s_016um_00191_00065-1,9
s_016um_00284_00085-1,4
s_016um_00199_00158-1,20
s_016um_00283_00040-1,8
s_016um_00132_00243-1,12
s_016um_00040_00024-1,6
s_016um_00199_00271-1,15
s_016um_00168_00115-1,9
s_016um_00033_00412-1,1
s_016um_00189_00165-1,7
s_016um_00204_00297-1,1
s_016um_00269_00324-1,4
s_016um_00037_00259-1,12
s_016um_00140_00095-1,17
s_016um_00207_00125-1,9
s_016um_00344_00326-1,11
s_016um_00076_00209-1,6
s_016um_00089_00222-1,8
s_016um_00105_00274-1,8
s_016um_00025_00272-1,5
s_016um_00034_00211-1,6
s_016um_00034_00244-1,9
s_016um_00060_00309-1,20
s_016um_00209_00401-1,5
s_016um_00022_00245-1,9
s_016um_00085_00042-1,8
s_016um_00040_00241-1,6
s_016um_00247_00180-1,8
s_016um_00046_00385-1,16
s_016um_00338_00286-1,8
s_016um_00191_00154-1,9
s_016um_00013_00070-1,6
s_016um_00376_00251-1,3
s_016um_00309_00082-1,11
s_016um_00213_00306-1,18
s_016um_00005_00021-1,6
s_016um_00205_00299-1,11
s_016um_00130_00004-1,18
s_016um_00245_00363-1,8
s_016um_00007_00263-1,5
s_016um_00263_00346-1,9
s_016um_00184_00181-1,9
s_016um_00108_00405-1,16
s_016um_00215_00235-1,9
s_016um_00334_00267-1,11
s_016um_00038_00019-1,8
s_016um_00293_00137-1,17
s_016um_00176_00202-1,3
s_016um_00144_00364-1,18
s_016um_00144_00325-1,20
s_016um_00191_00094-1,9
s_016um_00123_00258-1,5
s_016um_00311_00106-1,8
s_016um_00109_00186-1,9
s_016um_00046_00388-1,17
s_016um_00150_00039-1,6
s_016um_00263_00241-1,11
s_016um_00114_00197-1,9
s_016um_00303_00218-1,8
s_016um_00027_00049-1,8
s_016um_00139_00386-1,11
s_016um_00209_00284-1,11
s_016um_00326_00396-1,16
s_016um_00022_00293-1,5
s_016um_00258_00053-1,14
s_016um_00122_00417-1,16
s_016um_00219_00346-1,1
s_016um_00172_00252-1,12
s_016um_00193_00098-1,9
s_016um_00099_00060-1,7
s_016um_00084_00176-1,6
s_016um_00034_00342-1,8
s_016um_00178_00242-1,12
s_016um_00170_00124-1,7
s_016um_00119_00048-1,7
s_016um_00118_00365-1,16
s_016um_00100_00354-1,20
s_016um_00044_00132-1,6
s_016um_00244_00351-1,1
s_016um_00051_00131-1,6
s_016um_00095_00052-1,6
s_016um_00275_00189-1,18
s_016um_00054_00279-1,8
s_016um_00268_00058-1,17
s_016um_00005_00164-1,6
s_016um_00147_00319-1,9
s_016um_00306_00225-1,11
s_016um_00304_00052-1,5
s_016um_00035_00001-1,9
s_016um_00044_00248-1,12
s_016um_00279_00211-1,8
s_016um_00248_00342-1,8
s_016um_00186_00156-1,15
s_016um_00125_00288-1,5
s_016um_00005_00027-1,8
s_016um_00115_00241-1,5
s_016um_00161_00062-1,10
s_016um_00226_00293-1,16
s_016um_00025_00036-1,6
s_016um_00182_00272-1,12
s_016um_00232_00278-1,17
s_016um_00093_00397-1,11
s_016um_00129_00012-1,4
s_016um_00183_00188-1,3
s_016um_00303_00274-1,14
s_016um_00129_00359-1,13
s_016um_00205_00011-1,18
s_016um_00097_00236-1,19
s_016um_00304_00394-1,4
s_016um_00160_00267-1,14
s_016um_00097_00343-1,10
s_016um_00018_00046-1,6
s_016um_00336_00382-1,11
s_016um_00202_00008-1,10
s_016um_00010_00144-1,6
s_016um_00148_00352-1,17
s_016um_00231_00283-1,17
s_016um_00171_00101-1,7
s_016um_00139_00147-1,10
s_016um_00314_00349-1,17
s_016um_00110_00079-1,17
s_016um_00034_00311-1,8
s_016um_00150_00262-1,18
s_016um_00204_00048-1,8
s_016um_00287_00103-1,17
s_016um_00215_00028-1,20
s_016um_00096_00054-1,9
s_016um_00095_00021-1,8
s_016um_00202_00317-1,14
s_016um_00278_00146-1,8
s_016um_00108_00155-1,3
s_016um_00000_00023-1,8
s_016um_00131_00129-1,18
s_016um_00079_00278-1,5
s_016um_00265_00014-1,11
s_016um_00065_00413-1,20
s_016um_00144_00154-1,17
s_016um_00196_00344-1,16
s_016um_00220_00296-1,11
s_016um_00272_00230-1,10
s_016um_00003_00009-1,8
s_016um_00225_00363-1,16
s_016um_00171_00259-1,12
s_016um_00171_00215-1,6
s_016um_00275_00013-1,11
s_016um_00044_00165-1,6
s_016um_00261_00360-1,11
s_016um_00013_00185-1,8
s_016um_00299_00102-1,8
s_016um_00237_00371-1,1
s_016um_00080_00069-1,6
s_016um_00103_00204-1,6
s_016um_00372_00240-1,3
s_016um_00050_00010-1,6
s_016um_00204_00187-1,3
s_016um_00099_00285-1,8
s_016um_00162_00132-1,12
s_016um_00317_00259-1,11
s_016um_00139_00248-1,5
s_016um_00029_00385-1,16
s_016um_00177_00222-1,8
s_016um_00272_00332-1,10
s_016um_00110_00171-1,7
s_016um_00262_00132-1,17
s_016um_00260_00289-1,17
s_016um_00048_00035-1,9
s_016um_00055_00250-1,12
s_016um_00362_00280-1,8
s_016um_00248_00376-1,6
s_016um_00176_00405-1,16
s_016um_00273_00283-1,17
s_016um_00333_00392-1,4
s_016um_00251_00239-1,17
s_016um_00127_00152-1,17
s_016um_00253_00258-1,6
